median_house_value,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude
116800,3.7125,28,2332,395,1041,344,39.27,-121.56
110000,3.1103,16,1171,235,659,216,33.86,-117.26
59900,2.1845,34,1656,328,1110,332,37.23,-120.25
136400,4.1488,37,1994,347,782,355,38.61,-121.4
211300,4.2614,50,1135,215,500,207,37.32,-121.93
292700,3.7875,28,1915,419,930,342,38.31,-122.67
432800,3.4812,52,1311,310,707,290,34.06,-118.34
212500,4.4792,15,1898,395,1527,381,37.31,-121.81
123500,3.1364,30,2817,604,1089,412,34.81,-118.95
160300,3.7837,14,3014,710,2165,705,32.91,-117.14
410000,2.0547,34,1848,667,1351,589,34.06,-118.31
185300,2.1767,45,1462,308,924,302,37.74,-122.39
500001,7.5552,39,2040,336,926,351,33.9,-118.41
95500,1.6789,20,1701,503,1482,465,32.75,-117.09
86200,2.89,43,2360,471,1041,452,38.57,-121.52
69500,1.5208,28,2899,755,2406,655,34.1,-117.31
117000,2.4387,7,3586,959,2695,877,33.88,-117.59
281500,5.8541,22,3914,600,1871,607,33.66,-117.97
236900,3.2426,26,3239,647,1529,590,34.24,-118.58
117500,2.8289,15,851,297,1326,254,33.76,-117.86
48300,1.5329,39,1765,414,1056,414,37.98,-121.25
195700,5.8133,30,917,157,678,171,34.28,-118.89
249000,3.654,38,5430,1176,2357,1100,32.75,-117.17
81900,3.3269,15,2701,576,1245,513,35.65,-117.68
112700,2.2336,28,3269,647,1595,617,37.68,-120.99
184000,3.8676,40,1748,318,914,317,37.67,-122.13
364300,6.7606,15,4974,764,2222,774,37.51,-122.47
230700,5.2742000000000004,17,1853,392,351,208,32.98,-117.27
123800,3.2481,8,4345,865,2425,785,33.7,-117.37
185100,5.0731,9,1344,279,530,265,33.88,-117.97
101600,2.4776,43,818,193,494,179,37.74,-122.17
101500,1.852,40,2099,599,2311,529,34,-118.27
42500,1.6563,16,164,30,542,32,35.34,-120.69
169100,3.145,37,2337,452,948,437,33.98,-117.39
287500,4.3571,41,1049,198,428,183,36.63,-121.93
95000,3.1599,9,3289,621,1866,631,36.33,-119.24
76300,2.5898,35,3269,757,2328,705,33.75,-116.96
161200,2.5441,41,1408,311,793,264,34.37,-119.29
215200,4.4167,41,1558,281,970,304,37.37,-121.82
62000,2.2895,10,956,201,693,220,36.3,-119.7
74300,2.3594,23,1458,294,866,275,32.81,-115.37
177500,0.9241,17,1237,462,762,439,37.81,-122.28
287500,2.5603,52,3067,870,2122,850,37.8,-122.42
196100,4.7083,25,2377,491,1200,439,34.28,-118.7
332700,4.0391,52,1792,305,782,287,37.76,-122.49
61600,2.4412,30,1061,230,851,195,37.92,-121.28
104100,3.4183,29,2251,464,855,315,34.39,-117.13
62800,2.5234,40,535,105,335,102,37.96,-121.26
212100,4.0473,36,1520,300,831,291,33.9,-118.32
212100,4.8295,37,1892,347,1039,343,34.19,-118.52
500001,6.6354,41,3233,540,1251,506,37.45,-122.13
89600,2.625,20,531,126,231,96,38.71,-122.64
350000,1.705,33,766,347,918,305,34.1,-118.31
369400,4.2143,35,2459,438,970,437,34.16,-118.07
221400,4.2305,32,2722,571,2541,462,33.91,-118.01
201000,4.73,45,3595,619,1686,607,34.19,-118.14
78200,3.0905,38,2708,460,1260,455,36.22,-119.34
144100,5.2563,17,2828,506,673,274,34.24,-117.13
162500,3,34,294,49,147,47,37.5,-121.21
158300,2.2222,39,1160,259,725,274,37.66,-122.09
485700,5.2035,40,1565,269,826,268,34,-118.39
149100,2.8462,35,1451,435,1888,420,33.94,-118.35
178000,4.0417,34,912,165,522,150,34.12,-117.88
345000,3.3469,30,5039,1564,2129,1536,37.58,-122.35
90100,1.5521,40,2180,642,2464,631,33.97,-118.28
114000,2.8167,45,911,238,1005,229,34.04,-118.17
153200,2.75,22,1931,445,1009,407,38.95,-121.04
233200,5.1163,19,3013,507,1356,484,34.44,-118.53
49400,1.6548,35,2347,526,1676,481,36.75,-119.76
164400,3.4267,11,3467,749,2163,676,34.03,-117.71
181300,1.7171,17,1330,271,408,258,37.27,-121.95
179500,5.1014,15,14125,2344,6456,2147,38.12,-122.22
92600,2.3167,31,1854,365,883,310,40.57,-123.96
400000,7.9977,20,1814,282,658,253,37.87,-122.53
309800,2.5743,9,2536,499,832,385,34.59,-120.14
113400,2.9973,19,3155,572,2482,642,34.07,-117.46
65200,2.1602,14,2985,607,2250,607,36.34,-119.31
210700,4.7861,34,2518,429,1309,421,33.91,-118.02
381300,7.3003,19,4976,711,1926,625,38.46,-122.68
169100,4.0159,18,4115,847,2032,745,32.86,-116.62
380300,4.1429,52,2370,473,1053,434,34.08,-118.32
337900,8.0409,8,2649,340,1238,354,33.59,-117.65
121700,2.1189,13,4563,1187,2475,1019,34.08,-117.43
93400,1.9444,23,3497,887,2467,816,37.61,-120.96
209800,4.3831,35,1758,309,972,338,33.9,-118
221000,5.0483,35,1770,362,1083,355,34.2,-118.56
217500,2.5417,22,2340,773,2226,754,34.13,-118.25
104800,3.0729,23,3251,689,1890,668,38.02,-121.32
74800,2.3387,25,3011,714,893,654,33.6,-117.71
275000,5.9641,44,305,72,156,70,33.99,-118.44
110600,3.5129,34,3779,766,2356,722,38.01,-121.9
240200,6.712,15,2267,292,1180,289,32.96,-117.13
500001,7.9892,37,2524,398,999,417,37.91,-122.53
206500,5.64,27,1826,309,1016,313,37.62,-122.08
140500,4.7381,26,1604,245,751,267,38.66,-121.31
164600,4.4611,21,8416,1386,4308,1341,34.13,-117.61
59100,2.3523,52,1257,257,624,243,36.33,-119.65
169300,3.0972,25,3445,898,5558,894,34.2,-119.15
345500,6.2702,10,489,82,183,74,33.64,-116.57
146600,2.2765,38,2471,529,1661,441,34.16,-118.15
242900,4.8214,35,2104,434,1225,410,37.72,-122.41
204800,2.4286,34,2807,768,2217,744,33.82,-118.2
187900,5.4413,8,4913,744,2005,723,38.67,-120.99
261800,6.2089,26,6459,894,2487,885,34.12,-117.73
295700,4.1307,36,1860,364,777,339,38.4,-122.5
318200,6.8645,23,3929,559,1858,538,33.72,-117.96
229500,5.2815,30,2704,426,1289,423,33.69,-117.91
245100,2.8727,25,4409,1018,4579,1010,34.23,-118.55
346000,5.0594,41,1621,279,756,277,33.92,-118.42
166300,4.7932,22,4428,825,3152,836,34.28,-118.38
314900,3.9187,25,5775,1225,3580,1138,37.31,-121.97
157700,5.4074,16,1104,164,495,156,38.24,-122.03
45500,1.3631,28,2130,484,1195,439,39.1,-121.56
148400,5.086,17,4379,629,1720,595,34.51,-117.21
117200,2.1154,8,416,121,936,97,35.47,-120.64
194100,3.4375,28,1545,371,1334,318,34.29,-118.89
436400,3.2333,48,1448,295,681,287,34.11,-118.29
225000,1.3565,25,1131,449,746,420,34.21,-118.49
141700,2.1468,33,1134,375,1615,354,33.99,-118.2
310900,5.4781,27,3121,531,1318,489,38.01,-122.53
301100,4.7768,52,2962,557,1215,506,37.33,-121.92
414300,6.1724,35,8814,1307,3450,1258,38.01,-122.59
138200,4.6667,13,1743,363,854,353,32.9,-117.12
500001,6.2263,52,573,102,232,92,37.39,-122.33
107800,3.4038,29,1141,220,684,194,32.99,-115.41
217100,5.0958,18,2127,387,1547,402,37.22,-121.78
118500,3.925,12,4476,761,2255,735,34.52,-117.2
198200,5.0839,36,1375,242,670,221,33.89,-118.02
70900,1.1667,37,1412,343,1127,351,34.12,-117.31
88500,2.0673,37,1082,294,1146,265,32.69,-117.12
350700,5.9582,38,1594,249,633,247,34.16,-118.04
154300,3.1513,10,2591,486,1255,425,33.71,-117.34
95900,3.175,8,1868,392,1258,389,38.02,-121.28
94800,1.6797,52,677,152,379,154,39.73,-121.84
352800,3.1842,42,1159,261,465,247,37.54,-122.31
147300,3.8816,27,2744,464,1340,452,38.65,-121.29
394300,4,37,5257,1360,2128,1264,37.45,-122.18
144900,3.7841,28,1900,401,918,351,37.99,-122.01
500001,4.7009,31,2526,528,1046,504,34.01,-118.43
58800,2.7,5,186,43,41,21,33.38,-115.94
186000,3.7454,30,2022,522,1196,463,33.78,-117.87
218000,4.2731,34,3903,717,2054,716,33.8,-117.93
323300,6.8419,16,8726,1317,3789,1279,34.39,-118.55
57100,2.3373,21,3254,669,1548,545,34.88,-117.13
114300,3.1002,21,4985,1590,2575,1458,37.89,-122.06
273500,5.3054,36,1805,288,882,308,33.96,-118.01
127900,2.3712,14,2281,426,894,430,33.74,-116.9
149000,2.9315,46,2126,409,1292,414,33.98,-118.34
74800,2.535,24,2680,606,1728,527,33.78,-116.97
125600,2.6012,16,2577,495,1232,488,39.15,-123.19
73000,2.5,42,510,88,247,99,36.6,-119.45
213100,4.2569,23,3516,661,1465,623,37.94,-122.02
92800,4.0909,16,2048,373,1052,388,36.33,-119.66
500001,15.0001,52,1447,186,483,181,37.79,-122.44
215300,3.6827,44,2080,489,1781,478,37.71,-122.42
245200,6.6579,9,2643,439,1105,467,37.97,-122.08
138800,1.6971,52,409,97,208,98,37.88,-122.3
131900,2.5033,44,1856,461,1853,452,34.06,-118.17
86200,1.942,31,2712,628,1519,629,33.74,-116.97
225000,3.1576,47,832,194,419,156,34.11,-118.07
249400,5.2741,7,1659,237,862,242,32.76,-116.92
251900,3.0973,13,7174,1997,4293,1872,34.18,-118.3
500001,5.2327,34,440,90,217,93,37.35,-121.74
372000,6.939,40,2894,395,1063,409,34,-118.35
312600,6.6049,16,2169,262,877,245,37.93,-121.93
181400,4.2768,21,6108,1130,3244,1113,33.87,-118.27
138100,1.975,35,1438,333,794,306,34.03,-118.35
96000,3.588,32,2780,470,1281,479,39.43,-123.37
185400,4.2212,27,1035,229,782,222,34.18,-119.2
150000,3.2297,10,2869,941,2162,829,34.2,-118.6
86400,2.8958,32,1595,309,706,277,40.62,-124.17
158000,3.5972,39,275,87,554,103,33.75,-117.86
168300,3.185,30,4468,959,4027,938,34.04,-117.99
103400,2.81,43,1004,236,839,235,32.66,-117.08
295000,4.9968,35,5005,848,2112,813,34.17,-117.97
289600,4.4375,40,7737,1488,3108,1349,37.99,-122.61
57000,2.625,19,1427,311,1026,293,36.3,-119.2
330200,5.8382,30,2599,366,922,350,37.72,-122.1
90500,2.25,41,1171,334,1479,334,34.06,-117.65
440000,6.2094,16,2943,394,959,359,34.62,-120.11
145200,2.5212,21,10227,2315,3623,1734,33.82,-116.52
100000,1.554,32,3508,917,2794,839,33.96,-118.29
247700,2.7515,33,4168,1112,1785,984,32.74,-117.28
193000,4.6648,21,2131,329,1094,353,34.87,-120.43
131300,2.4732,14,1547,374,4731,348,37,-122.06
155200,3.2639,31,1171,306,1690,301,33.73,-117.9
225000,1.8304,24,323,214,751,189,34.05,-118.27
208900,2.7466,43,2222,635,1817,606,34.11,-118.25
87500,1.6948,15,1896,408,893,334,39.83,-121.5
157600,2.1863,23,3188,836,3883,840,34.01,-117.93
98200,1.2315,43,762,206,854,188,33.98,-118.26
196900,3.7308,34,3635,781,2171,720,33.95,-118.1
160600,4.3424,10,2296,450,818,405,33.03,-117.08
179500,5.1385,17,7228,1369,2455,1365,38.56,-121.41
241700,4.6953,18,2856,513,1027,405,38.77,-122.85
91500,1.7257,39,2002,416,1166,395,37.93,-122.35
89600,3.3616,13,3921,754,1902,665,33.97,-116.52
337000,4.6719,24,3504,521,1490,506,35.31,-120.7
64600,1.7031,20,2683,553,1497,548,36.07,-119.06
316900,5.6184,29,3390,580,1543,576,34.24,-118.28
295300,4.8036,37,1893,365,911,324,34.18,-118.51
336700,6.3579,10,3458,638,1156,470,33.48,-117.7
500001,3.2356,50,2494,731,958,712,37.8,-122.42
366000,6.1536,37,2250,360,989,329,34.12,-118.02
186700,3.875,32,1764,365,924,329,34.14,-117.88
144600,3.8929,19,1935,399,1126,389,34.1,-117.81
162500,4.3929,52,2037,358,811,375,38.55,-121.48
225000,4.4312,26,3872,739,1629,684,37.92,-122.07
136700,2.1071,52,1053,246,1036,249,34.03,-118.19
285500,3.1083,33,2418,485,1397,477,33.96,-118.15
375000,1.4554,52,1534,763,1520,614,37.78,-122.41
97500,1.7772,45,1786,526,1475,460,37.79,-122.25
162500,2.8438,36,1125,285,966,257,33.87,-117.92
500001,5.1681,52,1597,240,566,231,37.73,-122.48
162500,0.4999,43,102,19,44,13,38.07,-120.19
83300,1.5474,44,1697,413,1396,363,32.71,-117.13
43700,1.5069,32,1393,343,1282,336,35.88,-119.27
142900,2.925,46,954,161,429,154,37.75,-122.16
61500,2.875,44,1064,230,494,175,39.34,-122.05
111400,2.7644,15,3780,792,1632,721,33.18,-117.29
265600,3.9167,44,724,133,373,133,33.87,-118.33
249400,5.259,13,4491,689,1657,667,38.64,-121.24
111300,2.5842,7,2021,441,1615,406,38.03,-121.29
430600,5.7239,26,1786,306,771,279,37.61,-121.62
176700,3.4453,37,1813,394,1100,375,34.09,-117.89
72300,2.5926,24,979,201,723,205,38.51,-121.48
206300,3.2115,14,961,305,662,286,34.44,-119.81
164800,4.6173,15,3846,677,2360,635,37.75,-121.45
270500,5.8798,23,4891,793,2447,765,34.21,-118.57
373400,5.5919,17,4154,739,2149,693,37.08,-122
157500,3.2929,27,4131,886,2002,815,36.71,-121.66
215400,4.4464,38,1204,268,921,247,37.64,-122.41
103800,2.6214,7,2773,530,1374,505,37.4,-120.84
93600,3.2404,39,2855,574,1217,562,38.54,-121.44
306300,4.2344,34,2918,555,1435,568,34.1,-118.12
220700,6.6605,29,2465,327,859,315,38.03,-121.25
402900,3.9375,52,3193,688,2099,681,37.77,-122.46
368200,5.012,41,839,190,419,215,37.53,-122.29
374900,7.642,23,7544,1031,3221,1043,34.19,-118.66
268500,3.3616,30,2835,711,1669,652,33.73,-118.29
170200,4.7283,11,2895,524,1633,534,38.44,-122.76
172600,3.8967,12,2363,408,1211,396,33.14,-117.12
67500,4.125,46,55,11,26,5,36.51,-119.55
81300,1.6767,26,1762,418,855,308,37.64,-120.9
102100,1.2532,12,1984,614,1071,574,34.7,-118.14
111400,2.4367,15,3927,1018,2204,977,32.8,-116.97
160000,5.4797,23,1727,264,833,258,38.67,-121.28
226900,3.8788,20,4477,924,2656,871,37.13,-121.66
74200,2.0357,34,2090,478,896,426,36.64,-118.05
315000,3.9464,37,2144,446,860,435,34.16,-118.31
58800,2.0278,33,1239,250,648,227,37.13,-120.26
145000,3.7656,7,6434,1201,2733,1045,36.86,-119.8
84700,3.725,21,1872,302,870,301,39.16,-121.57
474000,7.8013,19,5255,762,1773,725,32.82,-117.25
123600,2.4821,26,1221,331,620,296,32.76,-117.12
315100,4.1477,32,2381,467,1264,488,33.79,-118.32
151400,5.4903,23,2592,414,1401,431,32.85,-117.01
174400,4.4118,31,3395,742,1886,737,33.93,-118.01
277600,7.8336,25,2489,314,911,309,32.79,-117.07
158100,3.4861,32,1973,401,1322,386,34.01,-118.08
115500,2.4091,24,1702,447,1240,417,34.94,-120.45
128100,4.025,27,1148,206,521,219,40.6,-124.14
262500,3.2727,25,1455,370,734,331,37.3,-121.94
322800,3.3268,23,7740,1943,4124,1743,37.47,-122.22
189300,3.1887,16,7194,1976,3687,1894,34.18,-118.53
137500,2.3,28,3008,629,2537,596,33.79,-118.22
153800,5.187,45,1337,187,471,187,36.79,-119.8
44500,1.3278,32,2072,497,2002,470,36.76,-119.75
128900,2.5677,16,6009,1599,5110,1389,34.07,-117.62
88900,3.25,22,984,176,451,170,35.39,-119.11
305600,6.7064,16,3298,451,1542,423,37.27,-121.87
335900,5.4103,32,2782,495,1092,455,37.28,-122
219100,4.1771,44,2731,577,1396,555,33.84,-118.19
241000,6.0538,20,3671,567,1944,589,37.24,-121.82
196900,5.0832,29,1185,197,588,196,34.1,-117.86
86100,2.4318,5,2090,469,1911,482,34.97,-120.64
129200,3.1875,33,613,123,343,116,37.5,-121.04
184200,3.8365,29,2240,457,1187,407,34.14,-117.9
127000,3.4722,25,3018,606,1614,568,38.01,-121.82
118800,2.7262,34,2735,539,1390,491,38.36,-122
114500,2.2482,19,5163,1229,2680,1141,34.14,-117.25
165100,3.875,33,1984,477,1764,440,33.8,-118.22
96400,2.9911,36,1824,357,906,356,38.52,-121.48
204000,4.7679,28,3436,537,1503,498,32.81,-117.18
97200,2.319,21,1314,375,1505,366,34.02,-118.27
248100,1.8584,44,1853,556,2090,539,33.74,-118.28
410300,8.8793,52,2315,292,861,258,37.81,-122.23
169300,6.3359,43,1951,288,725,308,36.8,-119.8
323000,6.4994,18,7397,1137,3126,1115,37.66,-121.9
148500,2.6392,21,3509,606,1576,564,38.76,-120.76
108300,3.2229,15,1010,350,470,342,33.71,-117.76
98000,2.0547,35,1292,272,1183,272,32.69,-117.1
353600,2.8981,32,1793,476,1143,448,34.03,-118.48
500001,7.9029,37,1287,197,510,206,37.45,-122.13
216700,2.8929,50,2833,605,1260,552,37.8,-122.21
215000,2.4069,52,1578,487,879,446,32.73,-117.17
55000,1.3801,25,1137,414,604,240,33.78,-116.46
200900,5.1155,34,3482,614,2227,641,33.81,-118.02
183300,4.1379,3,2443,637,1033,548,33.56,-117.7
104300,2.8964,25,2681,596,1947,553,32.71,-117.06
500001,4.2875,30,1226,205,380,151,32.96,-117.3
92400,2.8966,29,2748,563,1619,525,38.58,-121.3
222400,5.0323,30,2260,374,958,359,38.35,-122.76
122800,3.3365,20,3111,563,1453,538,34.02,-117.08
271500,4.5667,34,2941,558,1660,576,34.12,-118.06
90600,1.9356,41,1594,367,1074,355,37.76,-122.17
154200,2.3148,37,2690,549,1219,524,32.75,-117.07
209500,5.1814,46,1676,322,846,295,34.19,-118.36
107900,2.537,24,1790,454,1137,386,37.75,-122.16
44000,2.1434,42,2918,576,1182,440,41.78,-121.16
193800,1.9327,10,1320,246,898,228,38.57,-121.92
253100,3.625,36,2378,476,957,362,38.18,-122.8
173400,4.3586,8,6761,1234,3237,1177,38.27,-122.07
144600,2.85,22,5175,1213,2804,1091,37.95,-122.05
169000,2.4688,38,2090,519,1871,504,33.96,-118.21
69400,1.425,43,244,52,176,60,37.63,-120.94
441400,8.4352,14,3056,369,1209,377,37.87,-122.02
229000,2.4531,52,1057,276,837,292,37.75,-122.41
116400,3.7454,33,2318,464,1904,451,34.02,-117.74
500001,8.4389,25,1590,218,568,206,34.11,-118.3
262000,4.0536,46,2085,346,748,354,37.91,-122.29
106500,2.0643,14,6337,1593,3909,1480,37.51,-120.84
217500,5.0942,35,995,202,615,199,37.37,-121.98
204200,6.1563,13,1439,237,557,227,35.44,-118.93
275000,5.7812,27,3526,589,1725,553,37.28,-121.98
149700,3.375,35,1811,377,911,340,37.97,-122.3
59600,2.9545,47,2236,418,1042,397,36.75,-119.74
120300,1.901,32,2197,623,1784,599,32.72,-117.13
153500,3.4907,34,1995,417,1573,407,33.92,-118.04
202900,4.6354,36,1589,265,804,272,33.89,-118.01
156800,2.3015,36,2785,577,1275,527,32.76,-117.06
364000,2.7039,39,2144,538,749,419,36.56,-121.92
138700,4.2099,21,2394,416,1291,381,33.98,-117.5
196500,2.3333,52,2273,663,1480,597,34.09,-118.28
100000,3.1062,19,2722,479,1108,430,41.63,-122.64
92000,2.6442,34,1231,216,841,199,34.01,-117.41
177800,4.1471,37,1772,321,934,326,33.95,-118.03
144100,4.4529,10,6817,1188,4163,1135,38.15,-122.24
244700,5.6147,16,667,92,267,90,38.05,-121.34
500001,6.4752,42,6297,1307,2096,1205,37.85,-122.48
350000,1.583,19,4845,1609,3751,1539,34.07,-118.45
53000,2.1705,23,462,97,261,90,39.5,-122.19
193500,5.3441,21,4203,618,1620,600,32.81,-117.01
294500,3.4047,26,4257,1031,1861,950,34.44,-119.74
150300,2.7857,28,2492,507,1202,460,39.47,-123.8
500001,5.8371,35,2067,428,724,377,33.55,-117.8
158000,5.0653,35,1580,266,926,282,33.93,-118.31
143800,2.5,29,1121,291,762,276,33.87,-117.91
113300,2.0734,28,2758,771,2877,694,34.05,-117.73
55400,1.7639,21,2400,485,1109,443,41.81,-122.53
153100,2.5625,18,1181,353,781,340,33.81,-117.91
243300,2.8679,44,6848,1584,3269,1383,37.75,-122.4
196900,3.4167,31,906,146,383,129,37.67,-121.06
137500,3.3431,10,2229,601,877,485,37.72,-122.16
500001,10.49,7,6814,785,2175,681,33.53,-117.65
333300,3.3438,13,1161,289,630,296,33.69,-117.8
151300,5.083,4,10655,1706,5391,1529,34.57,-118.02
185000,4.3472,30,2748,502,1491,535,36.6,-121.83
390500,5.0926,24,1608,314,592,314,33.75,-118.11
345700,6.2519,26,4259,588,1644,581,33.82,-118.08
269500,6.0076,19,8096,1318,3853,1313,33.91,-117.97
202300,1.7301,7,2063,670,1892,643,34.15,-118.24
223600,3.2158,11,4695,955,2065,982,34.27,-119.22
220200,5.1463,35,1558,267,793,249,34.2,-118.58
225200,4.0568,16,4637,941,2476,878,34.27,-118.68
353900,4.0231,41,2083,528,993,481,34.03,-118.45
139800,2.2721,45,3075,754,1635,723,38.31,-122.29
144800,2.875,38,1007,245,618,239,37.72,-122.16
92200,2.7167,37,1176,291,648,271,38.25,-122.04
191800,3.3125,22,3024,754,2357,743,33.75,-117.99
500001,3.975,52,1817,535,800,487,37.79,-122.44
394700,6.142,44,4420,743,1790,735,37.49,-122.25
122500,1.5517,31,1235,387,816,397,32.76,-117.09
160000,4.7813,35,1151,248,809,246,33.9,-118.1
159100,3.6071,7,10235,2238,5271,2094,33.9,-117.49
263300,5.3446,35,2738,509,1545,493,37.66,-122.45
421900,3.4583,41,2956,700,1212,645,34.02,-118.45
84600,1.4097,37,2680,736,1925,667,37.76,-122.2
447400,3.7125,26,2900,667,1090,590,34.15,-118.43
72500,1.8438,17,1257,339,1093,384,37.78,-122.42
139200,3.6455,9,5558,1099,2717,1043,38.73,-121.3
101800,3.1389,23,2415,653,1275,596,32.75,-117.23
398900,4.6944,52,1833,324,735,306,37.97,-122.56
350000,2.2716,26,1156,393,1880,400,33.84,-117.91
279900,5.2019,32,1484,274,673,272,37.35,-121.96
189800,3.1864,52,3142,765,1728,682,34.09,-118.25
57500,1.375,35,1673,426,1041,413,35.38,-118.97
82100,2.4321,26,2683,555,1353,526,40.88,-124.09
160400,3.0078,26,1887,381,1060,364,38.33,-122.7
72800,2.1061,16,4717,1119,3589,1017,37.39,-120.59
500001,4.8304,38,4888,1126,1698,937,34.05,-118.42
157600,4.7547,14,11635,2055,6443,2009,34.11,-117.58
140700,3.0433,21,3359,677,1908,642,39.45,-123.64
210200,3.9792,45,2456,495,1300,450,33.8,-118.2
487200,11.0546,25,2037,252,796,249,33.76,-117.79
187900,3.8633,27,2326,533,1697,546,33.84,-118.28
352800,8.1356,25,4919,661,2183,625,34.27,-118.55
54100,2.6176,17,1276,242,927,238,36.72,-119.82
284200,3.52,32,2182,406,1122,370,36.96,-122.03
99300,1.2857,36,879,262,1034,236,34.01,-118.25
192500,3.6346,22,2554,447,1147,422,33.19,-117.23
362400,5.8283,34,2473,383,967,353,33.79,-118.07
500001,6.0238,23,1650,403,541,336,37.89,-122.49
203800,2.5362,29,2304,618,1021,552,37.69,-122.07
197400,3.7917,32,2726,556,1513,531,33.82,-117.96
174300,3.5855,35,1691,367,1265,378,33.86,-117.97
144000,4.4882,15,5114,833,2418,778,38.28,-122.03
156900,3.0963,23,6876,1456,2942,1386,38.51,-121.52
183000,3.825,48,1172,205,497,190,33.99,-118.34
88300,1.4423,32,2389,652,1672,584,37.93,-122.34
67500,5.5179,36,36,8,4198,7,40.41,-120.51
206800,4.0222,16,6389,1330,6242,1340,34.19,-119.13
222100,4.625,20,1950,310,1054,312,34.04,-117.71
58300,1.5536,25,875,214,931,214,36.6,-120.19
170900,2.5966,32,2232,603,2361,608,33.96,-118.22
133900,4.0333,16,2098,449,342,143,34.13,-116.98
132500,3.5444,12,5098,1094,2029,1065,38.68,-121.29
298900,5.0602,52,1142,224,494,206,37.73,-122.43
88500,3.9934,20,2355,467,1198,428,34.94,-116.96
160100,4.1711,38,1657,335,1195,309,33.96,-118.1
243800,2.0368,37,470,105,522,83,34.17,-119.11
225000,2.4375,23,282,69,130,57,34.38,-119.31
171400,2.5651,27,2311,632,2936,609,33.75,-117.85
190300,3.522,28,3614,960,3282,889,33.77,-117.92
57800,1.8299,24,1961,422,1559,374,36.72,-120.05
151300,4.5221,36,806,147,446,153,34.11,-117.89
233400,5.6631,4,16450,2833,7985,2683,32.65,-116.97
107900,2.575,15,10211,1995,5656,1752,38.49,-121.46
121200,4.0516,8,10505,1777,6002,1694,38.46,-121.48
142200,4.6914,7,3200,477,1522,470,34.51,-117.25
368300,7.0329,11,21533,3078,9671,2890,33.97,-117.83
378600,4.0686,18,2060,563,1144,600,37.43,-122.14
244000,4.8409,29,2461,535,1236,482,33.91,-118.35
117800,3.0905,12,7653,1578,3628,1494,39.78,-121.86
231500,4.8816,38,983,185,513,170,34.25,-118.38
461100,2.9167,43,1160,304,393,250,34.01,-118.47
81800,3.8,46,1975,346,791,349,40.78,-124.16
175000,2.75,37,1921,502,811,472,32.76,-117.15
272800,6.5987,24,3260,458,1383,442,33.72,-117.82
115300,3.7344,31,914,177,556,161,33.95,-117.44
500001,10.7569,52,1207,152,465,162,37.75,-122.46
137500,4.1513,17,1040,432,669,405,37.61,-122.42
395300,5.785,25,5622,998,2537,1009,33.85,-118.37
94400,3.175,11,2322,459,1373,424,38.4,-121.35
261300,4.5833,37,1420,286,886,290,33.87,-118.35
362500,5.1292,24,221,41,75,38,37.9,-122.56
114600,2.1667,11,1161,235,640,210,33.72,-117.28
98200,2.7917,8,6246,1273,3883,1264,34.46,-117.3
109700,2.7303,51,2665,574,1258,536,37.83,-122.27
